id,creation_time,property1,property2,property3,property4,property5,failed,time_of_death,details,type,origin_id,network_id,contents
1,33:53.3,,,,,,f,,{},info,1,1,"{""question"": ""What is the capital city of France?"", ""number"": ""practice 1"", ""round"": 0, ""topic"": ""Practice"", ""Wwer"": ""Barcelona"", ""Rwer"": ""Paris"", ""pic"": false}"
2,34:01.7,"{""number"":""practice 1"",""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":0,""human"":true,""topic"":""Practice""}",,,,,f,,{},lotty_info,8,1,Paris
3,34:04.7,"{""number"":""practice 1"",""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":0,""human"":true,""topic"":""Practice""}",,,,,f,,{},lotty_info,9,1,Paris
4,34:05.3,"{""number"":""practice 1"",""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":0,""human"":true,""topic"":""Practice""}",,,,,f,,{},lotty_info,7,1,Paris
5,34:05.6,,,,,,f,,{},info,1,1,"{""question"": ""How much does an average chimpanzee weigh?"", ""number"": ""practice 2"", ""round"": 0, ""topic"": ""Practice"", ""Wwer"": ""500kg"", ""Rwer"": ""50kg"", ""pic"": false}"
6,34:11.6,"{""number"":""practice 2"",""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":0,""human"":true,""topic"":""Practice""}",,,,,f,,{},lotty_info,8,1,50kg
7,34:14.7,"{""number"":""practice 2"",""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":0,""human"":true,""topic"":""Practice""}",,,,,t,34:26.2,{},lotty_info,7,1,Ask Someone Else
8,34:26.1,"{""number"":""practice 2"",""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":0,""human"":false,""topic"":""Practice""}",,,,,f,,{},lotty_info,9,1,500kg
9,34:26.2,,,,,,f,,{},info,1,1,Good Luck
10,34:33.3,"{""number"":""practice 2"",""copying"":true,""score"":0,""info_chosen"":""Topic Score"",""round"":0,""human"":true,""topic"":""Practice""}",,,,,t,34:33.3,{},lotty_info,7,1,9
11,34:33.4,"{""number"": ""practice 2"", ""copying"": true, ""score"": 0, ""info_chosen"": ""Topic Score"", ""round"": 0, ""human"": false, ""topic"": ""Practice""}",,,,,f,,{},lotty_info,7,1,500kg
12,34:33.5,,,,,,f,,{},info,1,1,"{""question"": ""\""Pepino\"" means \""cucumber\"" in which language?"", ""number"": ""practice 3"", ""round"": 0, ""topic"": ""Practice"", ""Wwer"": ""Italian"", ""Rwer"": ""Spanish"", ""pic"": false}"
13,34:38.1,"{""number"":""practice 3"",""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":0,""human"":true,""topic"":""Practice""}",,,,,f,,{},lotty_info,9,1,Spanish
14,34:41.0,"{""number"":""practice 3"",""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":0,""human"":true,""topic"":""Practice""}",,,,,f,,{},lotty_info,8,1,Italian
15,34:43.6,"{""number"":""practice 3"",""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":0,""human"":true,""topic"":""Practice""}",,,,,f,,{},lotty_info,7,1,Italian
16,34:43.7,,,,,,f,,{},info,1,1,"{""question"": ""Vincent van Gogh died in which year?"", ""number"": ""practice 4"", ""round"": 0, ""topic"": ""Practice"", ""Wwer"": ""1880"", ""Rwer"": ""1890"", ""pic"": false}"
17,34:48.3,"{""number"":""practice 4"",""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":0,""human"":true,""topic"":""Practice""}",,,,,f,,{},lotty_info,9,1,1880
18,34:51.5,"{""number"":""practice 4"",""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":0,""human"":true,""topic"":""Practice""}",,,,,t,34:54.9,{},lotty_info,8,1,Ask Someone Else
19,34:54.8,"{""number"":""practice 4"",""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":0,""human"":true,""topic"":""Practice""}",,,,,f,,{},lotty_info,7,1,1880
20,34:54.9,,,,,,f,,{},info,1,1,Good Luck
21,35:03.7,"{""number"":""practice 4"",""copying"":true,""score"":0,""info_chosen"":""Topic Score"",""round"":0,""human"":true,""topic"":""Practice""}",,,,,t,35:03.8,{},lotty_info,8,1,9
22,35:03.8,"{""number"": ""practice 4"", ""copying"": true, ""score"": 0, ""info_chosen"": ""Topic Score"", ""round"": 0, ""human"": true, ""topic"": ""Practice""}",,,,,f,,{},lotty_info,8,1,1880
23,35:03.9,,,,,,f,,{},info,1,1,"{""question"": ""In which country is the red dot located?"", ""number"": 1, ""round"": 1, ""topic"": ""Geography"", ""Wwer"": ""Guatemala"", ""Rwer"": ""Belize"", ""pic"": true}"
24,35:21.4,"{""number"":1,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,7,1,Belize
25,35:25.2,"{""number"":1,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,9,1,Belize
26,35:31.4,"{""number"":1,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,8,1,Belize
27,35:31.5,,,,,,f,,{},info,1,1,"{""question"": ""In which country is the red dot located?"", ""number"": 2, ""round"": 1, ""topic"": ""Geography"", ""Wwer"": ""Nigeria"", ""Rwer"": ""The Ivory Coast"", ""pic"": true}"
28,35:36.9,"{""number"":2,""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,t,35:40.5,{},lotty_info,8,1,Ask Someone Else
29,35:37.6,"{""number"":2,""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,9,1,Nigeria
30,35:40.4,"{""number"":2,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,7,1,The Ivory Coast
31,35:40.5,,,,,,f,,{},info,1,1,Good Luck
32,35:44.2,"{""number"":2,""copying"":true,""score"":0,""info_chosen"":""Topic Score"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,t,35:44.3,{},lotty_info,8,1,7
33,35:44.3,"{""number"": 2, ""copying"": true, ""score"": 1, ""info_chosen"": ""Topic Score"", ""round"": 1, ""human"": true, ""topic"": ""Geography""}",,,,,f,,{},lotty_info,8,1,The Ivory Coast
34,35:44.4,,,,,,f,,{},info,1,1,"{""question"": ""The capital of Hawaii is"", ""number"": 3, ""round"": 1, ""topic"": ""Geography"", ""Wwer"": ""Waikiki"", ""Rwer"": ""Honolulu"", ""pic"": false}"
35,35:47.8,"{""number"":3,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,7,1,Honolulu
36,35:49.4,"{""number"":3,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,9,1,Honolulu
37,35:51.5,"{""number"":3,""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,t,35:51.6,{},lotty_info,8,1,Ask Someone Else
38,35:51.6,,,,,,f,,{},info,1,1,Good Luck
39,35:54.6,"{""number"":3,""copying"":true,""score"":0,""info_chosen"":""Topic Score"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,t,35:54.7,{},lotty_info,8,1,7
40,35:54.7,"{""number"": 3, ""copying"": true, ""score"": 1, ""info_chosen"": ""Topic Score"", ""round"": 1, ""human"": true, ""topic"": ""Geography""}",,,,,f,,{},lotty_info,8,1,Honolulu
41,35:54.8,,,,,,f,,{},info,1,1,"{""question"": ""Saint Helena is an island in"", ""number"": 4, ""round"": 1, ""topic"": ""Geography"", ""Wwer"": ""The Indian Ocean"", ""Rwer"": ""The South Atlantic Ocean"", ""pic"": false}"
42,36:00.3,"{""number"":4,""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,t,36:01.9,{},lotty_info,8,1,Ask Someone Else
43,36:01.1,"{""number"":4,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,9,1,The South Atlantic Ocean
44,36:01.8,"{""number"":4,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,7,1,The South Atlantic Ocean
45,36:01.9,,,,,,f,,{},info,1,1,Good Luck
46,36:05.1,"{""number"":4,""copying"":true,""score"":0,""info_chosen"":""Topic Score"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,t,36:05.1,{},lotty_info,8,1,7
47,36:05.2,"{""number"": 4, ""copying"": true, ""score"": 1, ""info_chosen"": ""Topic Score"", ""round"": 1, ""human"": true, ""topic"": ""Geography""}",,,,,f,,{},lotty_info,8,1,The South Atlantic Ocean
48,36:05.3,,,,,,f,,{},info,1,1,"{""question"": ""Which country shares a border with El Salvador?"", ""number"": 5, ""round"": 1, ""topic"": ""Geography"", ""Wwer"": ""Paraguay"", ""Rwer"": ""Honduras"", ""pic"": false}"
49,36:09.0,"{""number"":5,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,9,1,Honduras
50,36:10.8,"{""number"":5,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,7,1,Honduras
51,36:11.4,"{""number"":5,""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,t,36:11.5,{},lotty_info,8,1,Ask Someone Else
52,36:11.5,,,,,,f,,{},info,1,1,Good Luck
53,36:14.3,"{""number"":5,""copying"":true,""score"":0,""info_chosen"":""Topic Score"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,t,36:14.3,{},lotty_info,8,1,7
54,36:14.4,"{""number"": 5, ""copying"": true, ""score"": 1, ""info_chosen"": ""Topic Score"", ""round"": 1, ""human"": true, ""topic"": ""Geography""}",,,,,f,,{},lotty_info,8,1,Honduras
55,36:14.5,,,,,,f,,{},info,1,1,"{""question"": ""The capital of the Philippines is?"", ""number"": 6, ""round"": 1, ""topic"": ""Geography"", ""Wwer"": ""Davao"", ""Rwer"": ""Manila"", ""pic"": false}"
56,36:18.7,"{""number"":6,""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,t,36:19.5,{},lotty_info,8,1,Ask Someone Else
57,36:18.9,"{""number"":6,""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,9,1,Davao
58,36:19.4,"{""number"":6,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,7,1,Manila
59,36:19.5,,,,,,f,,{},info,1,1,Good Luck
60,36:23.3,"{""number"":6,""copying"":true,""score"":0,""info_chosen"":""Topic Score"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,t,36:23.3,{},lotty_info,8,1,7
61,36:23.3,"{""number"": 6, ""copying"": true, ""score"": 1, ""info_chosen"": ""Topic Score"", ""round"": 1, ""human"": true, ""topic"": ""Geography""}",,,,,f,,{},lotty_info,8,1,Manila
62,36:23.4,,,,,,f,,{},info,1,1,"{""question"": ""Which is closest to Finland?"", ""number"": 7, ""round"": 1, ""topic"": ""Geography"", ""Wwer"": ""Moscow"", ""Rwer"": ""St Petersburg"", ""pic"": false}"
63,36:28.3,"{""number"":7,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,9,1,St Petersburg
64,36:29.1,"{""number"":7,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,7,1,St Petersburg
65,36:32.1,"{""number"":7,""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,8,1,Moscow
66,36:32.2,,,,,,f,,{},info,1,1,"{""question"": ""Which is the largest of The Canary Islands?"", ""number"": 8, ""round"": 1, ""topic"": ""Geography"", ""Wwer"": ""Gran Canaria"", ""Rwer"": ""Tenerife"", ""pic"": false}"
67,36:35.7,"{""number"":8,""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,9,1,Gran Canaria
68,36:38.4,"{""number"":8,""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,t,36:39.3,{},lotty_info,8,1,Ask Someone Else
69,36:39.2,"{""number"":8,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,7,1,Tenerife
70,36:39.3,,,,,,f,,{},info,1,1,Good Luck
71,36:40.9,"{""number"":8,""copying"":true,""score"":0,""info_chosen"":""Topic Score"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,t,36:40.9,{},lotty_info,8,1,7
72,36:41.0,"{""number"": 8, ""copying"": true, ""score"": 1, ""info_chosen"": ""Topic Score"", ""round"": 1, ""human"": true, ""topic"": ""Geography""}",,,,,f,,{},lotty_info,8,1,Tenerife
73,36:41.1,,,,,,f,,{},info,1,1,"{""question"": ""Oklahoma state shares a border with?"", ""number"": 9, ""round"": 1, ""topic"": ""Geography"", ""Wwer"": ""Arizona"", ""Rwer"": ""New Mexico"", ""pic"": false}"
74,36:50.1,"{""number"":9,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,7,1,New Mexico
75,36:51.5,"{""number"":9,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,9,1,New Mexico
76,36:52.7,"{""number"":9,""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,8,1,Arizona
77,36:52.8,,,,,,f,,{},info,1,1,"{""question"": ""Amsterdam is nearer to?"", ""number"": 10, ""round"": 1, ""topic"": ""Geography"", ""Wwer"": ""Antwerp"", ""Rwer"": ""Rotterdam"", ""pic"": false}"
78,36:57.2,"{""number"":10,""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,9,1,Antwerp
79,36:58.6,"{""number"":10,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,8,1,Rotterdam
80,37:01.6,"{""number"":10,""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,t,37:01.7,{},lotty_info,7,1,Ask Someone Else
81,37:01.7,,,,,,f,,{},info,1,1,Good Luck
82,37:05.9,"{""number"":10,""copying"":true,""score"":0,""info_chosen"":""Topic Score"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,t,37:06.0,{},lotty_info,7,1,9
83,37:06.0,"{""number"": 10, ""copying"": true, ""score"": 0, ""info_chosen"": ""Topic Score"", ""round"": 1, ""human"": true, ""topic"": ""Geography""}",,,,,f,,{},lotty_info,7,1,Antwerp
84,37:06.1,,,,,,f,,{},info,1,1,"{""question"": ""In which city is the red dot located?"", ""number"": 11, ""round"": 1, ""topic"": ""Geography"", ""Wwer"": ""Seattle"", ""Rwer"": ""Philadelphia"", ""pic"": true}"
85,37:14.0,"{""number"":11,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,9,1,Philadelphia
86,37:17.7,"{""number"":11,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,7,1,Philadelphia
87,37:18.8,"{""number"":11,""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,8,1,Seattle
88,37:18.9,,,,,,f,,{},info,1,1,"{""question"": ""In which country is the red dot located?"", ""number"": 12, ""round"": 1, ""topic"": ""Geography"", ""Wwer"": ""Greece"", ""Rwer"": ""Bulgaria"", ""pic"": true}"
89,37:25.1,"{""number"":12,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,9,1,Bulgaria
90,37:26.8,"{""number"":12,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,7,1,Bulgaria
91,37:28.2,"{""number"":12,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,8,1,Bulgaria
92,37:28.3,,,,,,f,,{},info,1,1,"{""question"": ""In which country is the red dot located?"", ""number"": 13, ""round"": 1, ""topic"": ""Geography"", ""Wwer"": ""Laos"", ""Rwer"": ""Vietnam"", ""pic"": true}"
93,37:32.7,"{""number"":13,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,7,1,Vietnam
94,37:33.7,"{""number"":13,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,9,1,Vietnam
95,37:36.5,"{""number"":13,""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,t,37:36.6,{},lotty_info,8,1,Ask Someone Else
96,37:36.6,,,,,,f,,{},info,1,1,Good Luck
97,37:38.9,"{""number"":13,""copying"":true,""score"":0,""info_chosen"":""Topic Score"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,t,37:39.0,{},lotty_info,8,1,7
98,37:39.0,"{""number"": 13, ""copying"": true, ""score"": 1, ""info_chosen"": ""Topic Score"", ""round"": 1, ""human"": true, ""topic"": ""Geography""}",,,,,f,,{},lotty_info,8,1,Vietnam
99,37:39.1,,,,,,f,,{},info,1,1,"{""question"": ""Which city is closer to Rome?"", ""number"": 14, ""round"": 1, ""topic"": ""Geography"", ""Wwer"": ""Florence"", ""Rwer"": ""Naples"", ""pic"": false}"
100,37:44.9,"{""number"":14,""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,t,37:46.5,{},lotty_info,7,1,Ask Someone Else
101,37:45.7,"{""number"":14,""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,t,37:46.5,{},lotty_info,8,1,Ask Someone Else
102,37:46.3,"{""number"":14,""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,9,1,Florence
103,37:46.5,,,,,,f,,{},info,1,1,Good Luck
104,37:48.9,"{""number"":14,""copying"":true,""score"":0,""info_chosen"":""Topic Score"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,t,37:48.9,{},lotty_info,8,1,9
105,37:48.9,"{""number"": 14, ""copying"": true, ""score"": 0, ""info_chosen"": ""Topic Score"", ""round"": 1, ""human"": true, ""topic"": ""Geography""}",,,,,f,,{},lotty_info,8,1,Florence
106,37:49.9,"{""number"":14,""copying"":true,""score"":0,""info_chosen"":""Topic Score"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,t,37:50.0,{},lotty_info,7,1,9
107,37:50.0,"{""number"": 14, ""copying"": true, ""score"": 0, ""info_chosen"": ""Topic Score"", ""round"": 1, ""human"": true, ""topic"": ""Geography""}",,,,,f,,{},lotty_info,7,1,Florence
108,37:50.1,,,,,,f,,{},info,1,1,"{""question"": ""Kazakhstan shares a border with?"", ""number"": 15, ""round"": 1, ""topic"": ""Geography"", ""Wwer"": ""Tajikistan"", ""Rwer"": ""Kyrgyzstan"", ""pic"": false}"
109,37:54.7,"{""number"":15,""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,t,37:59.8,{},lotty_info,8,1,Ask Someone Else
110,37:54.9,"{""number"":15,""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,9,1,Tajikistan
111,37:59.7,"{""number"":15,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,f,,{},lotty_info,7,1,Kyrgyzstan
112,37:59.8,,,,,,f,,{},info,1,1,Good Luck
113,38:01.5,"{""number"":15,""copying"":true,""score"":0,""info_chosen"":""Topic Score"",""round"":1,""human"":true,""topic"":""Geography""}",,,,,t,38:01.6,{},lotty_info,8,1,7
114,38:01.6,"{""number"": 15, ""copying"": true, ""score"": 1, ""info_chosen"": ""Topic Score"", ""round"": 1, ""human"": true, ""topic"": ""Geography""}",,,,,f,,{},lotty_info,8,1,Kyrgyzstan
115,38:01.7,,,,,,f,,{},info,1,1,"{""question"": ""A pot of nail varnish weighs?"", ""number"": 16, ""round"": 1, ""topic"": ""Weight"", ""Wwer"": ""162g"", ""Rwer"": ""62g"", ""pic"": true}"
116,38:13.6,"{""number"":16,""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Weight""}",,,,,f,,{},lotty_info,9,1,162g
117,38:14.1,"{""number"":16,""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Weight""}",,,,,f,,{},lotty_info,7,1,162g
118,38:17.0,"{""number"":16,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Weight""}",,,,,f,,{},lotty_info,8,1,62g
119,38:17.1,,,,,,f,,{},info,1,1,"{""question"": ""A Rubiks cube weighs?"", ""number"": 17, ""round"": 1, ""topic"": ""Weight"", ""Wwer"": ""1.4kg"", ""Rwer"": ""0.14kg"", ""pic"": true}"
120,38:23.4,"{""number"":17,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Weight""}",,,,,f,,{},lotty_info,8,1,0.14kg
121,38:24.7,"{""number"":17,""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Weight""}",,,,,t,38:33.0,{},lotty_info,7,1,Ask Someone Else
122,38:32.9,"{""number"":17,""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Weight""}",,,,,f,,{},lotty_info,9,1,1.4kg
123,38:33.0,,,,,,f,,{},info,1,1,Good Luck
124,38:37.4,"{""number"":17,""copying"":true,""score"":0,""info_chosen"":""Topic Score"",""round"":1,""human"":true,""topic"":""Weight""}",,,,,t,38:37.4,{},lotty_info,7,1,8
125,38:37.5,"{""number"": 17, ""copying"": true, ""score"": 1, ""info_chosen"": ""Topic Score"", ""round"": 1, ""human"": true, ""topic"": ""Weight""}",,,,,f,,{},lotty_info,7,1,0.14kg
126,38:37.6,,,,,,f,,{},info,1,1,"{""question"": ""A blue whale weighs?"", ""number"": 18, ""round"": 1, ""topic"": ""Weight"", ""Wwer"": ""1,400kg"", ""Rwer"": ""140,000kg"", ""pic"": false}"
127,38:43.1,"{""number"":18,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Weight""}",,,,,f,,{},lotty_info,9,1,"140,000kg"
128,38:46.0,"{""number"":18,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Weight""}",,,,,f,,{},lotty_info,7,1,"140,000kg"
129,38:47.1,"{""number"":18,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Weight""}",,,,,f,,{},lotty_info,8,1,"140,000kg"
130,38:47.2,,,,,,f,,{},info,1,1,"{""question"": ""A tennis ball weighs?"", ""number"": 19, ""round"": 1, ""topic"": ""Weight"", ""Wwer"": ""5.85g"", ""Rwer"": ""58.5g"", ""pic"": false}"
131,38:52.9,"{""number"":19,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Weight""}",,,,,f,,{},lotty_info,8,1,58.5g
132,38:53.0,"{""number"":19,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Weight""}",,,,,f,,{},lotty_info,7,1,58.5g
133,38:55.2,"{""number"":19,""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Weight""}",,,,,f,,{},lotty_info,9,1,5.85g
134,38:55.4,,,,,,f,,{},info,1,1,"{""question"": ""Which weighs more, on average?"", ""number"": 20, ""round"": 1, ""topic"": ""Weight"", ""Wwer"": ""A wood pigeon"", ""Rwer"": ""A seagull"", ""pic"": false}"
135,39:02.1,"{""number"":20,""copying"":false,""score"":0,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Weight""}",,,,,f,,{},lotty_info,9,1,A wood pigeon
136,39:03.8,"{""number"":20,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Weight""}",,,,,f,,{},lotty_info,8,1,A seagull
137,39:06.0,"{""number"":20,""copying"":false,""score"":1,""info_chosen"":""NA"",""round"":1,""human"":true,""topic"":""Weight""}",,,,,f,,{},lotty_info,7,1,A seagull
